word,vowel,token,type,repetition,freq_f1,amp_f1,width_f1,freq_f2,amp_f2,width_f2,freq_f3,amp_f3,width_f3,freq_h1,amp_h1,freq_h2,amp_h2,amp_h3,amp_p0,freq_p0,p0_id,p0prominence,a1p0_h1,a1p0_h2,a1p0_h3,a1p0,a1p0_compensated,freq_p1,amp_p1,a1p1,a1p1_compensated,a3p0,vwl_amp_rms,vwl_duration,timepoint,point_time,point_vwlpct,attempted_fix,status,errorflag,nasal,oral,nasalance,murmur,cog,mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,mfcc13
meme,i,116,nasal,6,323,42.91,72,882,19.87,277,2612,11.07,118,108,43.33,215,42.37,42.91,43.33,108,H1,0.97,-0.42,0.54,0.00485,-0.42,1.71243,991,19.87,23.04,25.57211,-32.26217,0.0477876502,169,3,219.023544,22.22,None,Auto,None,74.2615975350268,66.0261238558917,0.529352082981612,1.0682045457516,104.173830725452,526.375135948158,75.8380681857977,188.799242473084,98.6650389078193,-41.5156016984959,-67.7281934404874,-30.1106195919897,40.8024000080723,37.2857110649436,-26.5285359559996,-37.8256067416819,-38.1355521126802,-1.40850522089689
meme,i,116,nasal,6,323,43.29,56,884,20.82,215,2649,14.5,52,108,43.45,215,42.5,43.29,43.45,108,H1,0.96,-0.16,0.79,-0.00069,-0.16,1.97979,991,20.82,22.47,25.37147,-28.94551,0.0477876502,169,4,219.042329,33.33,None,Auto,None,74.7596276723932,65.895888801722,0.531508678411139,1.06116281644521,374.306468012575,519.364645600879,36.4311216575345,188.934961447433,98.0456849092273,-39.7581969227956,-75.6448286193593,-32.4120639854225,39.3848921093924,20.3307775099015,-36.1223877758925,-60.9377487670841,-32.4962049378168,-5.88662103703546
meme,i,116,nasal,6,345,44.47,73,882,17.62,547,2636,16.4,56,108,43.46,237,42.84,44.47,43.46,108,H1,0.61,1.01,1.63,-0.00197,1.01,3.13731,1012,17.62,26.85,28.44028,-27.06107,0.0477876502,169,5,219.061114,44.44,None,Auto,None,75.1087814746087,65.7851673373861,0.533087347667655,1.05128590190062,165.532967190458,533.476307770657,43.4079242640438,185.30690617233,117.223989145199,-38.2618709567982,-49.2127238415396,-46.483865483883,35.8919195536413,25.6703152569447,-34.2399451387649,-48.2339168742028,-35.4660237986527,4.9631857686389
meme,i,116,nasal,6,345,44.33,62,841,17.96,365,2656,11.3,84,108,43.55,237,43.15,44.33,43.55,108,H1,0.39,0.78,1.18,0.00398,0.78,2.91977,1034,16.34,27.99,29.57307,-32.2471,0.0477876502,169,6,219.079899,55.56,None,Auto,None,75.1916685053336,65.6092263528588,0.534028342512048,1.05065085305443,229.413430686608,540.435051694432,54.8880348531689,177.491937226986,114.804489826695,-46.3452226878458,-62.3008555615707,-24.1864079442629,23.9900095660181,32.2790419707107,-29.1609682403319,-37.5022926412788,-25.1418779415573,-6.94383939986312
meme,i,116,nasal,6,345,43.92,62,891,18.4,298,2651,11.21,86,108,43.41,237,42.6,43.92,43.41,108,H1,0.81,0.51,1.32,0.00156,0.51,2.64789,1012,18.4,25.52,27.85836,-32.20162,0.0477876502,169,7,219.098684,66.67,None,Auto,None,74.9401060894145,65.2828346957866,0.53443541883928,1.05446900236888,297.783448568327,535.02329395356,36.3229476956533,188.250961082036,91.1923578249586,-36.3938720221865,-69.7678716159686,-40.5851976623919,36.5623522410216,30.7188100697096,-39.6715990012566,-37.9870193814275,-44.3689238568326,-19.1549325945869
meme,i,116,nasal,6,345,43.41,54,946,19.59,271,2637,10.84,97,108,42.82,215,41.94,43.41,42.82,108,H1,0.88,0.59,1.47,-0.00189,0.59,2.72752,1012,19.59,23.82,27.02288,-31.97688,0.0477876502,169,8,219.117469,77.78,None,Auto,None,74.5364224120262,65.0391484649015,0.534021977798318,1.05840247946437,219.144824670981,545.961059239804,70.5488429083621,158.561686565435,114.597864026398,-32.465685890611,-74.7513196017422,-16.4058098805686,40.2462848101046,24.7040151706367,-27.6071231202339,-43.1395500165433,-40.0368830770423,4.55501125561067
meme,i,116,nasal,6,345,43.61,75,912,17.24,467,2643,13.39,110,108,43.04,237,42.88,43.61,43.04,108,H1,0.16,0.57,0.73,-0.00077,0.57,2.69784,926,16.79,26.82,29.01037,-29.64511,0.0477876502,169,9,219.136254,88.89,None,Auto,None,74.4741544666901,65.5247650861473,0.531962351599311,1.05026774230988,256.561902201235,528.81693610242,35.9830067634866,194.940531121535,98.701256507482,-35.1059094291309,-70.183920099729,-54.7907467080583,54.3995884845783,22.582179565488,-42.6029200820548,-45.1454167249386,-36.5812410159236,3.64236385611721
meme,i,116,nasal,6,345,43.37,112,878,18.07,718,2682,12.95,118,108,42.77,237,42.36,43.37,42.77,108,H1,0.41,0.6,1.01,-0.00483,0.6,2.70796,926,18.07,25.3,26.81519,-29.82496,0.0477876502,169,10,219.155039,100,None,Auto,None,74.2070921190353,65.8305833688486,0.529908054104024,1.04635654666132,365.988468819982,553.39122921322,78.4569838700416,122.628637029228,109.066996322698,-6.50214119694706,-68.8772487101908,-68.2186504409011,28.4781070097141,42.4471574864132,-32.5138074280793,-43.2402315348517,-51.6029683648043,-12.5470206486278
man,ae,117,nasal,6,517,38.78,163,1914,20.93,341,2785,15.53,349,108,40.85,215,38.84,34.54,40.85,108,H1,2.01,-2.07,-0.06,4.24189,-2.07,-0.02356,926,23.48,15.3,17.031,-25.31663,0.0406851918,234,1,220.603711,0,None,Auto,None,72.4430736692753,67.8617756910281,0.516326228206419,1.06487602883036,529.60714673713,580.293008300426,-18.7366051669372,68.9876844668918,55.9637267547464,25.2089917988115,-25.4664360794325,-84.8335463736921,-20.3272012803166,-6.84934425129993,11.0625855583273,38.2552801128447,1.09337123535789,-9.78694522676785
man,ae,117,nasal,6,517,36.64,107,2017,19.06,168,2832,14.91,274,108,41.04,215,39.16,33.01,41.04,108,H1,1.88,-4.4,-2.52,3.62772,-4.4,-2.36586,926,24.52,12.12,14.15877,-26.13459,0.0406851918,234,2,220.629718,11.11,None,Auto,None,67.8892191794785,68.8902283458629,0.496340791016139,1.04151425765838,218.649322626983,570.779703564568,-32.2632138920613,107.478144149829,61.4224645115111,-4.90165195413489,-28.9114192481445,-63.905431204357,-12.9418689354638,48.5140220410797,38.0723806936123,7.12772819059918,-23.1209728728158,-8.51142609120783
man,ae,117,nasal,6,517,37.41,140,2076,17.03,253,2915,15.9,196,108,41.27,215,39.08,33.95,41.27,108,H1,2.19,-3.86,-1.67,3.46051,-3.86,-1.82614,926,24.14,13.27,15.26582,-25.36955,0.0406851918,234,3,220.655725,22.22,None,Auto,None,68.3480390344623,68.9438914464023,0.497829980211317,1.03762766393482,356.078735852845,531.915765218257,-36.4905482215206,107.379485606061,63.4551761575379,-23.5019918310654,-36.1246768434074,-66.3108201256981,-7.00529893200941,50.424851854372,43.8208597226828,11.8053466284233,-8.70176101199265,7.41662551308231
man,ae,117,nasal,6,538,37.15,146,2094,20.27,190,2923,15.64,312,108,41.94,215,39.28,34.5,41.94,108,H1,2.66,-4.79,-2.13,2.64589,-4.79,-2.75695,947,23.08,14.07,16.04791,-26.30308,0.0406851918,234,4,220.681733,33.33,None,Auto,None,68.4774123782254,68.6249781524815,0.499461840987291,1.04691046094579,332.561026096582,557.243503391811,-58.9913422318026,117.368624231297,55.2487537980917,-10.0641321922869,-35.7077704365736,-78.0074993232348,-16.905808124275,47.8481958881947,41.1394231322017,4.16571689914735,-14.384115747386,-14.1305695822859
man,ae,117,nasal,6,538,37.61,158,2104,18.49,247,2970,15.33,276,108,41.68,215,39.47,34.84,41.68,108,H1,2.22,-4.07,-1.86,2.76513,-4.07,-2.0377,969,24.74,12.87,14.82319,-26.34591,0.0406851918,234,5,220.70774,44.44,None,Auto,None,68.7913042501135,68.6223604643198,0.500614727022035,1.03925074224147,129.526015428452,536.702966589583,-38.301933811058,119.941594982168,60.1878366819816,-19.4490099058172,-10.267140174595,-53.7341980170469,-4.10336607795702,40.0918732427802,44.4015026415521,-2.94128959322163,-16.282875495431,-1.10406574442635
man,ae,117,nasal,6,538,37.4,160,2076,19.18,244,2924,16.46,223,108,41.16,215,39.28,34.01,41.16,108,H1,1.88,-3.76,-1.88,3.39269,-3.76,-1.72659,861,21.39,16.01,18.18523,-24.69969,0.0406851918,234,6,220.733747,55.56,None,Auto,None,68.5492020208873,68.355177715467,0.500708612484837,1.03501212564466,226.558419778962,575.952438218156,-32.4237914395494,76.4790292420078,54.891834299747,-11.1491158375111,-23.199047778442,-42.7400333640541,-34.8585422805023,51.965505532121,34.2807131740261,-12.1325599817593,-11.8780535755338,-8.04829074033409
man,ae,117,nasal,6,538,36.03,198,2018,19.27,212,2880,11.37,220,108,40.71,215,38.45,33.55,40.71,108,H1,2.26,-4.68,-2.42,2.47867,-4.68,-2.6493,861,23.17,12.86,15.17615,-29.34314,0.0406851918,234,7,220.759754,66.67,None,Auto,None,68.0810805443538,67.9759657700241,0.500386289343982,1.03425746615353,125.063242495515,533.607977117928,-1.85201053764183,73.6075190513689,50.0853488228166,-23.6638823450023,-0.929050895107843,-30.3136112844687,-30.2373665330332,49.5620480215035,42.1705895080865,11.1628089760799,-2.73869207095779,-0.999825493106993
man,ae,117,nasal,6,560,35.98,168,1888,19.62,221,2869,13.54,218,108,40.62,215,38.66,33.44,40.62,108,H1,1.95,-4.64,-2.68,2.54481,-4.64,-2.60894,883,25.47,10.51,12.84556,-27.08436,0.0406851918,234,8,220.785761,77.78,None,Auto,None,67.9169480617381,68.0696829243632,0.49943841956552,1.02965013898746,623.26363439415,557.340278281106,-27.4006250571849,66.2755277158086,34.1098877936376,-18.3564881307099,-33.726765634888,-35.7135526865749,-34.9010223907647,26.0569414957231,53.4630343141845,7.7508783600554,-10.5539085629781,15.138778206838
man,ae,117,nasal,6,560,36.1,115,1781,20.23,167,2709,8.4,288,108,40.49,215,38.37,33.01,40.49,108,H1,2.12,-4.39,-2.27,3.09154,-4.39,-2.35636,883,24.62,11.48,13.78967,-32.09309,0.0406851918,234,9,220.811769,88.89,None,Auto,None,67.7241471945731,67.9051489891884,0.499332733414873,1.0275570043836,330.974318035614,587.225030639106,-1.23455684259735,61.764888811237,6.54943026348242,-9.25976952232283,-8.47603341812572,-32.3647941648338,-31.6611501492618,-1.88546622995364,53.5068203313534,13.0321858859895,-25.8360831359747,18.6458017879831
man,ae,117,nasal,6,538,37.07,160,1759,17.83,442,2996,7.59,420,108,40.48,215,38.35,32.78,40.48,108,H1,2.14,-3.41,-1.28,4.29121,-3.41,-1.37111,861,23.81,13.26,15.30693,-32.88905,0.0406851918,234,10,220.837776,100,None,Auto,None,71.4838276123643,65.7415471365386,0.520922808505107,1.05202897518902,206.704563492572,585.962071713574,27.1617220309442,70.9723462952424,52.8812767280501,-23.2784487262866,11.8954996638617,-18.1599666024496,-43.8104655106487,-7.1724774049785,48.4514305127949,22.9685791962524,-29.4731005759532,-3.49113958551341
woont,u,118,nt,6,323,38.46,178,1013,25.33,239,2391,0.85,338,108,39.11,215,36.42,38.46,39.11,108,H1,2.69,-0.65,2.04,-0.00118,-0.65,1.44095,969,25.33,13.13,17.41217,-38.25623,0.034937198,115,1,222.262282,0,None,Auto,None,65.7991135766357,70.0194590158355,0.484463297770537,1.04080760008115,364.810101026588,517.78397361085,93.7049058909146,124.761456924041,-19.7173598377355,18.3904504373237,-0.102052432674255,-65.4614303608405,38.4512958793388,-0.902398712369564,-32.5041227535296,0.538314192911006,-51.3648448508306,-22.1311035923882
woont,u,118,nt,6,431,40.02,74,989,24.91,211,2679,6.37,402,108,41.33,215,39.04,39.79,41.33,108,H1,2.3,-1.31,0.98,0.22758,-1.31,0.78875,991,24.91,15.11,20.01777,-34.96457,0.034937198,115,2,222.275085,11.11,None,Auto,None,71.0260408565653,69.182006714089,0.506576063836661,1.01998232605234,209.293728223845,583.440124232065,157.687496201675,104.466218427808,-27.0034162742898,2.1428307753055,-1.45227764458267,-83.8502656743154,31.8400219316208,50.3565569965639,-11.021716646239,-22.5894930186913,-47.4146105728162,1.1630468631001
woont,u,118,nt,6,452,42.91,57,934,28.2,127,2467,1.72,1753,108,43.7,215,41.29,41.38,43.7,108,H1,2.41,-0.79,1.62,1.53461,-0.79,1.3068,991,28.2,14.71,20.22902,-41.9849,0.034937198,115,3,222.287888,22.22,None,Auto,None,73.1420753164315,69.0198291602167,0.51449842055574,1.01720463858189,194.191635368884,626.549854380726,138.527273703774,74.6252814621137,8.98340128202845,-13.7375726742716,-13.4268294067404,-59.1552971284245,16.384636613838,39.5856707299839,-9.00333703721358,-25.6398842415961,-45.6079766162713,-3.06947195412984
woont,u,118,nt,6,452,42.79,61,951,27.49,152,2224,1.62,974,108,43.6,215,41.3,41.24,43.6,108,H1,2.3,-0.81,1.49,1.55108,-0.81,1.28732,991,27.49,15.3,20.91336,-41.97876,0.034937198,115,4,222.300691,33.33,None,Auto,None,73.7351185955219,68.7821364904487,0.517376780454007,1.01648441053989,174.166344338223,590.609486839217,146.924594637251,91.9395932414893,-2.53987069927695,-2.49860594955754,-21.413706656182,-57.1600192893613,45.7719366992063,11.4680707649973,-9.90163082889786,-25.2293065657253,-53.0673680674716,18.6043758486578
woont,u,118,nt,6,452,42.68,59,962,29.46,123,2262,5.17,905,108,43.74,215,41.71,41.76,43.74,108,H1,2.03,-1.06,0.97,0.91501,-1.06,1.03813,991,29.46,13.22,20.37953,-38.56863,0.034937198,115,5,222.313494,44.44,None,Auto,None,73.840279417637,68.4793639562314,0.518834067224728,1.01957535196461,416.080678689235,603.729238856842,131.975685331682,80.3062992750803,-14.0577403681319,11.4367447537185,-35.1817740607116,-78.4928918913389,30.7619364077093,25.6669569353168,-6.06375883433926,-49.9149138909984,-54.9138760729022,25.0074435179497
woont,u,118,nt,6,452,41.69,51,941,27,125,2137,-0.04,642,108,43.82,215,41.54,41.38,43.82,108,H1,2.28,-2.13,0.15,0.31395,-2.13,-0.02468,991,27,14.69,20.6043,-43.85723,0.034937198,115,6,222.326297,55.56,None,Auto,None,73.7897062769788,68.0983907219598,0.520055648343291,1.02801698981919,402.679703455386,589.145862266776,130.019867293872,90.0581048423204,-16.6659585388425,15.076545887594,-19.9043962442464,-77.141744692938,33.7314450699256,11.0229337099897,-7.65860618435931,-41.6641724021649,-53.185606508676,20.280294424362
woont,u,118,nt,6,345,41.73,60,935,25.91,142,2246,1.71,822,108,43.81,215,41.07,41.73,43.81,108,H1,2.74,-2.08,0.66,0.00366,-2.08,0.02391,1012,25.91,15.82,20.27706,-42.09727,0.034937198,115,7,222.3391,66.67,None,Auto,None,73.6782907613896,67.6140876375716,0.521459767301442,1.03555787708806,234.259292166509,592.31060011054,129.13217610127,84.0909554670343,-29.4161583680378,33.9956450977542,-11.2208117894669,-84.0201213067177,25.3332289809521,41.2877533603804,-5.46842643508518,-52.0470616976258,-52.751672961109,22.9878133958938
woont,u,118,nt,6,345,41.49,84,1001,22.36,224,2451,2.05,1891,108,43.2,215,40.45,41.49,43.2,108,H1,2.74,-1.71,1.04,0.00414,-1.71,0.39719,904,22.36,19.13,22.90739,-41.15393,0.034937198,115,8,222.351903,77.78,None,Auto,None,73.4331920944691,67.0065270992472,0.522880510699246,1.04524184775207,320.680993275132,572.891997697858,135.438302552779,98.8430562867228,-36.3412319355621,30.0820876588787,-3.83808231555862,-76.1070085630947,26.8278677144157,23.649951594067,-17.7183078100953,-38.6041731810654,-52.6581655403038,9.93528385508883
woont,u,118,nt,6,345,41.85,102,1068,19.46,267,2581,3.6,114,108,43.61,215,40.77,41.85,43.61,108,H1,2.84,-1.76,1.08,0.0006,-1.76,0.34299,904,20.39,21.46,24.42522,-40.00945,0.034937198,115,9,222.364706,88.89,None,Auto,None,73.2781759858722,66.3909505211714,0.524655504179564,1.06266155883142,212.992089821632,573.724808653852,133.640416734439,98.228271630754,4.32598627964887,18.8254070297698,3.81635633441252,-44.5075192812958,29.9090765695838,15.938934855841,-21.2571527020236,-25.8307063523059,-45.2079227136985,23.4739881878678
woont,u,118,nt,6,215,41.23,111,1043,18.76,667,2713,3.8,504,108,43.3,215,41.23,40.7,43.3,108,H1,2.07,-2.07,0,0.5259,-2.07,0.05631,969,18.76,22.47,24.31224,-39.49587,0.034937198,115,10,222.377509,100,None,Auto,None,73.6883809217513,64.597052068869,0.532871607139918,1.09632238817432,184.925351583356,587.818833798584,101.377021922761,82.3991414590899,39.6340995003914,25.0809562599221,6.5300642808494,-66.1655919025888,15.405090330116,19.0552146725502,-12.5029855405901,-49.5990527940934,-26.8781122275977,33.1449534674975
band,ae,119,nd,6,108,23.43,713,1697,2.32,316,2782,-6.44,385,101,32.31,172,22.32,14.63,32.31,101,H1,9.99,-8.88,1.11,8.80243,-8.88,-6.89773,904,0.28,23.15,24.73418,-38.7491,0.033414035,223,1,223.84482,0,None,Auto,LoPitch,51.8177335353701,73.807477497433,0.412478778020437,1.06914337267964,272.357163171734,598.00177336194,-77.7867223158547,76.3528510022716,77.8045629334067,21.4234869861554,1.68770971701119,-41.6361472885666,-32.7635401485461,3.2206511125343,25.714916570864,21.8053626421763,25.6927257858355,18.1723871905319
band,ae,119,nd,6,517,37.76,104,1995,20.53,153,2750,16.03,250,108,38.79,215,36.36,29.12,38.79,108,H1,2.43,-1.03,1.4,8.63557,-1.03,1.01038,947,17.26,20.5,22.32887,-22.75967,0.033414035,223,2,223.869587,11.11,None,Auto,None,51.9338504140647,72.0041433707062,0.419030910765365,0.995729749757512,166.420365617327,498.693084999705,-73.7238538369864,109.039748103117,41.951610780905,23.5140393437682,-13.2503033697259,-58.0808748725634,-23.040971149751,19.7938403465971,27.0223702910834,11.4890162607619,14.2263900734942,0.881613807184987
band,ae,119,nd,6,538,38.07,96,2080,20.65,153,2816,16.48,193,108,38.81,215,37.18,32.1,38.81,108,H1,1.63,-0.74,0.89,5.97127,-0.74,1.29921,861,17.82,20.25,22.22642,-22.33482,0.033414035,223,3,223.894354,22.22,None,Auto,None,62.7807102367308,70.0957125502278,0.472474415851692,1.00423987397705,558.208047420538,509.265059315762,-75.0887474452921,112.342999282872,55.0592672969549,17.5913312613745,-51.8312862108384,-85.7463970489975,-18.5182859618594,6.06248449727977,48.6100349703186,31.83925468791,15.169039300456,15.7114394925844
band,ae,119,nd,6,538,35.76,92,2153,18.41,224,2819,15.69,297,108,40.34,215,37.92,31.41,40.34,108,H1,2.42,-4.58,-2.16,4.34923,-4.58,-2.54872,861,26.39,9.37,11.77758,-24.65126,0.033414035,223,4,223.919121,33.33,None,Auto,None,66.610839381198,67.6330141510657,0.49619284331099,1.04206967855726,329.905329591017,518.216261478181,-45.7592149471807,107.242231891367,41.8136053456901,16.5237643990433,-61.5725180973976,-54.9754129966577,-14.5131979698915,36.1754448208045,44.7277043532859,12.3705816588866,-9.00051689571875,-16.6944834965602
band,ae,119,nd,6,517,34.3,117,2130,15.96,258,2791,11.76,397,108,40.79,215,37.27,30.5,40.79,108,H1,3.52,-6.49,-2.97,3.8039,-6.49,-4.45923,947,20.19,14.11,16.20197,-29.03396,0.033414035,223,5,223.943888,44.44,None,Auto,None,66.9082103194432,66.6545994913331,0.500949406606785,1.07638965866872,116.802952239528,500.912235638106,-11.9450704364634,137.324227686281,40.5436932680626,9.64984185244291,-17.1706005584698,-44.7168013913778,13.0247131498142,40.53678028077,41.1580620221487,7.66847240116389,-16.8254464934139,1.39385310998666
band,ae,119,nd,6,538,33.63,141,2060,15.74,326,2829,12.06,393,108,41.29,215,36.9,32.54,41.29,108,H1,4.39,-7.66,-3.27,1.0909,-7.66,-5.63035,947,19.79,13.84,16.00166,-29.23445,0.033414035,223,6,223.968655,55.56,None,Auto,None,67.1778892715124,66.4525797035157,0.502713862989332,1.08213127730915,608.766627589267,515.378634948432,-23.428717312061,108.061685278051,34.6419150888614,-0.312947718004926,-48.9199891137542,-55.7244334224756,-3.03280872718257,60.7030764131464,41.2323825558844,0.598489049763115,-14.66706297522,-4.24220071541452
band,ae,119,nd,6,538,33.56,155,2037,15.66,278,2889,14.71,258,108,40.97,215,37.37,32.79,40.97,108,H1,3.6,-7.41,-3.81,0.76726,-7.41,-5.3805,861,22.69,10.87,13.39009,-26.2633,0.033414035,223,7,223.993422,66.67,None,Auto,None,67.1827284190265,66.782586350206,0.501493453994079,1.07170777196167,236.336153874121,537.574643254435,-37.6910302463931,107.107712066951,18.3470339543006,6.5366616599518,-23.3537847545789,-49.9033161953969,-2.28615803979131,37.09721867772,24.191288351254,8.81805365162961,-11.0981612311542,-11.168919711804
band,ae,119,nd,6,538,32.41,168,2001,15.71,238,2926,11.81,290,108,40.89,215,37.74,32.76,40.89,108,H1,3.15,-8.48,-5.33,-0.35117,-8.48,-6.45044,883,23.98,8.43,10.82149,-29.08206,0.033414035,223,8,224.018189,77.78,None,Auto,None,67.1943885208909,67.1988898322242,0.499983253212555,1.06025997922991,123.128585570585,527.379767212417,-22.0244572994585,101.938284453278,25.1958339647638,4.4213941003745,-2.46985431579013,-30.4770922667219,-7.31837794069649,24.531067777429,48.2484445519806,4.64840667872604,-18.4869757580855,-3.85032078248323
band,ae,119,nd,6,560,34.52,158,1919,18.53,189,2888,14.22,193,108,40.85,215,37.95,33.07,40.85,108,H1,2.9,-6.33,-3.43,1.4473,-6.33,-4.2972,883,22.03,12.49,14.70588,-26.63234,0.033414035,223,9,224.042956,88.89,None,Auto,None,67.6157241038951,67.1972781934758,0.501551949379097,1.05239975655596,223.722046611088,553.233912310643,-44.9751111749066,117.880018926678,21.8111996987639,-14.765446210736,11.4721439824076,-56.5903287960961,-19.6061950746787,15.0166165382314,44.7930159086195,23.1656441906457,-32.0052202128553,7.76001947708423
band,ae,119,nd,6,431,36.16,204,1840,14.21,333,2980,8.97,296,108,41.2,215,37.95,35.98,41.2,108,H1,3.25,-5.04,-1.79,0.17769,-5.04,-3.0004,883,21.89,14.27,16.17588,-32.23002,0.033414035,223,10,224.067723,100,None,Auto,None,72.2054755675828,64.7051388767612,0.527391363048299,1.07619847485003,110.631675832738,546.392608151233,46.7767737611065,102.489516789015,47.2005863711848,-7.81625017867269,7.11610345137199,-27.9969674057807,-18.6246892576942,6.93203020018858,43.1339407705735,11.5538483783136,-43.4988012479382,4.7931886196683
peep,i,120,oral,6,129,38.7,401,1402,5.95,526,2632,3.94,737,129,38.7,258,31.72,22.07,38.7,129,H1,6.98,0,6.98,16.6256,0,2.004,904,10.17,28.53,30.19362,-34.76061,0.0264466837,106,1,225.53301,0,None,Auto,A1isP0,57.1038255175531,65.8936733195693,0.464268184779692,1.16194761571984,115.502218519778,383.376712086858,29.3430885014676,213.764989367621,168.66356343543,23.1731293478939,-19.1981737856313,-41.3099318910702,-0.089813079872842,7.08807053362525,-5.50830110441248,-3.04493318453277,-18.3396419857788,-12.5380582495564
peep,i,120,oral,6,237,37.64,61,2468,5.7,115,2965,-5.86,993,108,36.88,237,37.64,35.21,37.64,237,H2,1.59,0.76,0,2.42962,0,3.20291,947,-5.36,43,44.29581,-43.50099,0.0264466837,106,2,225.544792,11.11,None,Auto,A1isP0,58.402388773578,67.3505527517821,0.464421651415607,1.12850863920358,314.498149153349,410.369159280902,40.03796680494,212.250889848793,174.866026001791,5.38754393261899,-10.2358407647867,-47.6274686601956,-35.0086822753169,6.43329506778548,-21.2601794917746,-38.3983432225027,-44.0313542989377,-1.07089081863077
peep,i,120,oral,6,237,37.7,66,2517,12.58,48,3188,-5.41,1070,108,36.84,237,37.7,34.9,37.7,237,H2,1.83,0.86,0,2.79906,0,3.25623,947,-4.44,42.14,43.42411,-43.11112,0.0264466837,106,3,225.556574,22.22,None,Auto,A1isP0,58.5204084833778,67.6235690448392,0.463917577597293,1.12358527701915,251.560888444827,416.155353903448,39.0365405727806,218.10279761155,177.939018126156,16.6485332685185,-9.14672021119295,-57.1423507262029,-40.3736674297585,8.93638854840212,-15.5249055556382,-40.346218279945,-48.8342274163852,16.2005626552659
peep,i,120,oral,6,237,37.66,72,2514,14.02,29,3309,-4.61,879,108,36.96,237,37.66,34.71,37.66,237,H2,1.83,0.7,0,2.95158,0,3.15964,926,-7.35,45.01,46.29685,-42.26926,0.0264466837,106,4,225.568355,33.33,None,Auto,A1isP0,58.4894616702014,67.6866113575918,0.463554303654051,1.12455824644162,288.122746798475,413.913953830431,41.5822547895402,223.798230223064,149.521004968573,29.0694836605026,-3.39934497168572,-71.7989441424435,-44.7248876443713,-3.46094057178213,6.21921199645804,-42.6218085784433,-53.6593322543402,26.9728080636868
peep,i,120,oral,6,237,37.97,69,2516,13.26,49,3129,-1.53,791,108,36.73,237,37.97,35.07,37.97,237,H2,2.06,1.24,0,2.89536,0,3.02419,947,-3.5,41.47,42.76917,-39.49994,0.0264466837,106,5,225.580137,44.44,None,Auto,A1isP0,58.4858951089837,67.8022500551101,0.463114689292407,1.12009881218526,324.603427367722,393.272679116601,39.2847198639256,228.021410564569,180.259320223963,18.906053786345,-21.3648592363375,-69.8064945691352,-28.5451403462063,5.76772364031383,-27.1043396887835,-36.4483277738672,-38.854653760066,12.1490224644883
peep,i,120,oral,6,237,38.04,65,2510,13.03,74,2879,-4.7,1334,108,37.01,237,38.04,35.03,38.04,237,H2,2.02,1.03,0,3.00514,0,3.27515,947,-6.37,44.41,45.69439,-42.74193,0.0264466837,106,6,225.591919,55.56,None,Auto,A1isP0,58.4672370817753,68.0146859296588,0.462257654609583,1.11361741999109,238.697385823544,413.502918380173,32.7495735660149,216.907206883088,169.859159344307,24.2644037890006,-1.70795020758954,-62.3217825977937,-50.8258335359413,5.95618334036676,-17.8539126557455,-37.6552926918377,-29.6395267966254,13.9443187745749
peep,i,120,oral,6,237,38.58,70,2456,9.67,77,3158,0.27,569,108,37,237,38.58,35.24,38.58,237,H2,2.45,1.58,0,3.33924,0,3.04298,969,-2.31,40.89,42.19991,-38.3148,0.0264466837,106,7,225.6037,66.67,None,Auto,A1isP0,58.4347659501101,68.3560919569317,0.460875231185455,1.10381969138146,289.516653191423,416.297469115093,38.8667257203954,209.400962818246,145.329447281246,45.7794928736039,-10.2569317415078,-87.9938408190731,-34.598647888433,4.91327418629184,-20.2598819672914,-34.4220562165812,-30.4803154520331,11.4339762424218
peep,i,120,oral,6,237,38.66,62,2515,9.33,158,3262,4.92,557,108,37.11,237,38.66,35.99,38.66,237,H2,2.11,1.55,0,2.67426,0,3.17189,969,-3.58,42.24,43.53254,-33.73625,0.0264466837,106,8,225.615482,77.78,None,Auto,A1isP0,58.3430544414913,68.7489502408015,0.459061564001122,1.08985262861564,318.955136717439,410.188282829639,28.0849599307416,219.224743661709,165.355473037145,30.0628369225369,-19.17776462289,-66.0737408872204,-32.6970547007314,1.6727851696212,-29.2676952571221,-28.9747597265531,-36.8636866575366,2.80308102123496
peep,i,120,oral,6,237,38.7,59,2471,12.63,80,3186,4.41,404,108,37.19,237,38.7,36.43,38.7,237,H2,1.89,1.51,0,2.27191,0,3.16437,926,-0.95,39.65,40.94591,-34.28904,0.0264466837,106,9,225.627264,88.89,None,Auto,A1isP0,58.0895869950567,68.8107850304351,0.457757420785084,1.07847498330616,197.037754900725,431.422182984479,16.2608972420184,194.497614571335,170.937620066151,45.5565382007515,-19.5243324228084,-77.8306287264332,-32.7638236558927,2.45751379964931,-21.2385650802915,-17.2526299182235,-43.90431752463,0.184543971097284
